3.3249,-0.099408,0.782,-0.076731
3.3475,-0.093055,0.799,-0.074177
3.3626,-0.089803,0.7225,-0.071683
3.3788,-0.086115,0.731,-0.069426
3.3868,-0.084633,0.782,-0.066991
3.4091,-0.081209,0.782,-0.064616
3.4252,-0.079291,0.6545,-0.062062
3.4414,-0.075867,0.816,-0.059508
3.457,-0.074235,0.7395,-0.054994
3.4726,-0.071292,0.748,-0.052144
3.4885,-0.068085,0.7905,-0.049531
3.4965,-0.06599,0.782,-0.046977
3.5195,-0.060447,0.7225,-0.044542
3.5359,-0.056323,0.7905,-0.042107
3.5524,-0.051695,0.8075,-0.041216
3.5697,-0.047918,0.833,-0.037475
3.5867,-0.044339,0.85,-0.035634
3.604,-0.041435,0.8245,-0.033496
3.6303,-0.038053,0.8585,-0.032486
3.6392,-0.037856,0.85,-0.031417
3.6668,-0.037981,0.8245,-0.03017
3.6758,-0.038349,0.8415,-0.028744
3.6947,-0.038518,0.884,-0.027438
3.7136,-0.037534,0.901,-0.025953
3.7327,-0.036989,0.9265,-0.023756
3.751,-0.035595,0.85,-0.022093
3.7786,-0.031411,0.9265,-0.020371
3.7878,-0.030191,0.9095,-0.018708
3.8056,-0.026445,0.8585,-0.017104
3.8337,-0.020188,0.8755,-0.015679
3.8524,-0.016325,0.9775,-0.014253
3.8716,-0.014512,0.9095,-0.013184
3.8919,-0.012676,0.935,-0.012234
3.9116,-0.011405,0.969,-0.011522
3.9309,-0.011294,0.9095,-0.010928
3.9519,-0.012228,0.969,-0.010749
3.9626,-0.013034,1.003,-0.010512
3.994,-0.014648,0.9945,-0.010334
4.0147,-0.015763,0.969,-0.0098586
4.0338,-0.016001,0.9435,-0.0095617
4.0435,-0.015935,0.9265,-0.0092053
4.0747,-0.014937,0.986,-0.0084333
4.095,-0.01289,0.986,-0.00778
4.1143,-0.011148,0.918,-0.0075424
4.1551,-0.0064605,0.9945,-0.0058795
4.1755,-0.0045629,1.0455,-0.0052263
4.1955,-0.0027975,1.0115,-0.0046918
4.216,-0.0021648,1.003,-0.004276
4.2374,-0.0021636,1.02,-0.0036227
4.2592,-0.0021834,1.037,-0.0031476
4.2803,-0.00238,0.9775,-0.0027319
4.3012,-0.0026846,1.037,-0.0022568
4.3119,-0.0025749,1.0625,-0.0019005
4.3543,-0.0016369,1.0115,-0.0016629
4.3757,-0.00057035,1.037,-0.0013066
4.3965,-6.93e-06,1.0115,-0.00095023
4.4182,0.00034233,1.0455,-0.00065328
4.4392,0.00053934,1.02,-0.00023756
4.4614,0.0010671,1.003,5.9389e-05
4.4836,0.0013105,1.088,0.00035634
4.5055,0.0026007,1.088,0.00065328
4.5272,0.0026694,1.088,0.00065328
4.5492,0.0033714,1.037,0.00077206
4.5709,0.0040928,1.0625,0.0010096
4.5928,0.0040912,1.0795,0.0011284
4.6137,0.0040669,1.0795,0.0011878
4.6352,0.0043038,1.02,0.0012472
4.6566,0.0039943,1.0285,0.0012472
4.6784,0.0044085,1.037,0.0013066
4.7003,0.0039081,1.054,0.001366
4.7219,0.0042134,1.02,0.001366
4.7432,0.0045185,1.0285,0.001366
4.765,0.0043663,1.0285,0.001366
4.7874,0.0040647,1.071,0.001366
4.8098,0.0038099,1.088,0.001366
4.8318,0.0038157,1.0965,0.001366
4.8542,0.0036246,1.0625,0.001366
4.8762,0.0036077,1.0965,0.001366
4.8972,0.0031715,1.054,0.001366
4.9196,0.0029536,1.0455,0.001366
4.9419,0.0033035,1.1135,0.001366
4.9634,0.003152,1.0965,0.001366
4.9852,0.0039604,1.037,0.0014253
5.0072,0.0041124,1.139,0.0014253
5.0286,0.0031957,1.0455,0.0013066
5.0611,0.0030861,1.054,0.0014253
5.0722,0.0032168,1.088,0.0013066
5.0934,0.0031478,1.105,0.0014253
5.1141,0.0030788,1.054,0.0014253
5.1359,0.0035162,1.0625,0.0013066
5.1568,0.0031233,1.0795,0.001366
5.1783,0.0027523,1.054,0.001366
5.1996,0.0043659,1.139,0.001366
5.2203,0.0048034,1.105,0.0012472
5.2418,0.0041497,1.071,0.0011878
5.2527,0.0041716,1.1305,0.0011284
5.2957,0.0039354,1.1135,0.0011878
5.3168,0.0030149,1.088,0.0010096
5.3379,0.0027062,1.088,0.00095023
5.3585,0.0030047,1.0795,0.00083145
5.3793,0.0024755,1.0795,0.00083145
5.4005,0.0019695,1.1135,0.00083145
5.4207,0.0018801,1.0965,0.00077206
5.4422,0.002096,1.054,0.00077206
5.4632,0.0021142,1.1305,0.00077206
5.4731,0.0018728,1.0795,0.00065328
