13.087,0.00063137,0.289,0.0011284
13.096,3.026e-05,0.306,0.00095023
13.113,0.00060294,0.357,0.00077206
13.125,-0.00028702,0.4165,0.0005345
13.133,-0.00040534,0.4675,0.00047511
13.149,-0.0016266,0.646,0.00035634
13.174,-0.0025818,0.7055,0.00029695
13.192,-0.0021711,0.714,0.00023756
13.201,-0.0019034,0.8075,0.00023756
13.226,-0.0014179,0.8415,0.00023756
13.243,-0.0012905,0.782,0.00023756
13.259,-0.0014759,0.85,0.00023756
13.274,-0.0010995,0.8075,0.00023756
13.289,-0.00090177,0.765,0.00023756
13.304,-0.00081668,0.8075,0.00023756
13.319,-0.0012334,0.782,0.00023756
13.336,-0.00047093,0.8075,0.00029695
13.353,0.00014231,0.884,0.00035634
13.37,0.00029762,0.8585,0.00023756
13.379,0.00033472,0.884,0.00035634
13.399,0.00058367,0.9605,0.00029695
13.418,0.00079545,0.935,0.00035634
13.428,0.00096784,0.935,0.00035634
13.472,0.00084999,1.054,0.00035634
13.495,0.00084159,1.0455,0.00047511
13.516,0.0014459,1.054,0.00041573
13.539,0.0018509,1.037,0.00047511
13.561,0.0016651,1.0625,0.0005345
13.583,0.001832,1.0115,0.0005345
13.605,0.0022356,1.1135,0.00059389
13.637,0.0011581,1.003,0.00065328
13.659,0.0019509,1.071,0.00077206
13.681,0.0027812,1.088,0.00095023
13.692,0.0026698,1.1305,0.0012472
13.714,0.003269,1.122,0.0015441
13.734,0.0050958,1.122,0.0017817
13.752,0.0058547,0.986,0.0022568
13.782,0.0094976,1.0115,0.0026725
13.801,0.01074,1.156,0.0030289
13.82,0.015314,1.0285,0.0033852
13.841,0.018089,0.969,0.0038009
13.865,0.020144,1.0455,0.0042166
13.886,0.021725,1.224,0.0044542
13.896,0.023385,1.122,0.0048699
13.906,0.024631,1.003,0.0054044
13.955,0.026411,1.241,0.0057014
13.967,0.027599,1.3345,0.0058795
14,0.029485,1.0625,0.006414
14.023,0.030907,1.02,0.0065328
14.048,0.030538,1.224,0.0067704
14.059,0.030668,1.2155,0.0073049
14.1,0.032068,0.952,0.0076018
14.122,0.032461,1.0965,0.0077206
14.155,0.032088,1.088,0.0077206
14.176,0.033651,1.054,0.0078394
14.209,0.034793,1.071,0.0078394
14.231,0.033752,1.071,0.0078394
14.269,0.03363,1.241,0.0078988
14.291,0.033342,1.139,0.0078988
14.313,0.03413,0.9605,0.0078988
14.325,0.034112,1.1135,0.0078988
14.358,0.034227,1.1305,0.0078988
14.379,0.034704,0.9775,0.0078988
14.401,0.033964,1.0115,0.0078988
14.438,0.033831,1.088,0.0078988
14.461,0.033661,1.1815,0.0078394
14.472,0.033397,1.054,0.0078988
14.508,0.034558,1.0625,0.0078988
14.531,0.034992,1.105,0.0078988
14.553,0.034163,1.0795,0.0078988
14.575,0.035164,0.9945,0.0078988
14.597,0.034961,1.054,0.0078394
14.619,0.033148,0.952,0.0078394
